,docket_number,violation_number,issued_date,issuing_department,last_hearing_date,property_address,violation_type,entity_or_person_s_,disposition_description,total_fines,total_administrative_costs,interest_amount,collection_costs_or_attorney_fees,court_cost,original_total_amount_due,total_paid,current_amount_due,latitude,longitude,location,:@computed_region_rpca_8um6,:@computed_region_vrxf_vc4k,:@computed_region_6mkv_f3dw,:@computed_region_bdys_3d7i,:@computed_region_43wa_7qmu
2799,14CP051678,P004317791|P004317793|P004317795,2014-04-26T00:00:00.000,POLICE,2014-06-06T09:00:00.000,6937 S MAPLEWOOD ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",Liable - By plea,700,0,0,0,0,740,740,0,41.76717172510576,-87.6868342883777,"{'type': 'Point', 'coordinates': [-87.6868342883777, 41.76717172510576]}",58,64,21867,383,31
2800,19CP012934,P005787569|P005787570|P005787571|P005787572|P005787573|P005787574,2019-02-04T00:00:00.000,POLICE,2019-04-05T09:00:00.000,6801 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0,0,0,0,0,0,0,0,41.77008677281995,-87.68070798081595,"{'type': 'Point', 'coordinates': [-87.68070798081595, 41.77008677281995]}",23,64,22257,370,31
2801,16CP017105,P004737958|P004737959|P004737960|P004738126,2016-02-03T00:00:00.000,POLICE,2016-04-01T13:00:00.000,943 N SPRINGFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.89854703491522,-87.72358908859287,"{'type': 'Point', 'coordinates': [-87.72358908859287, 41.89854703491522]}",5,24,4299,456,45
2802,14CP000925,P004228557|P004228558|P004228559|P004228560|P004228561|P004228562,2013-12-25T00:00:00.000,POLICE,2014-02-07T09:00:00.000,5248 S PAULINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0,0,0,0,0,0,0,0,41.79802119363312,-87.66726959709656,"{'type': 'Point', 'coordinates': [-87.66726959709656, 41.79802119363312]}",37,59,14924,789,2
2803,14CP052572,P004396356|P004396356|P004396358|P004396358|P004396360|P004396360,2014-04-17T00:00:00.000,POLICE,2014-06-06T11:00:00.000,9734 S YATES ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"BANK OF NEW YORK MELLON, ",City non-suit,1300,0,84.58,377.88,84,1886.46,1867.56,0,41.71793264894945,-87.56479171191752,"{'type': 'Point', 'coordinates': [-87.56479171191752, 41.71793264894945]}",25,48,21202,252,47
2804,14CP040291,P004473858|P004473859|P004473860|P004473861|P004473862|P004473863,2014-04-07T00:00:00.000,POLICE,2014-06-06T09:00:00.000,6638 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.77291446695725,-87.65933028061627,"{'type': 'Point', 'coordinates': [-87.65933028061627, 41.77291446695725]}",23,65,22257,284,2
2805,15CP062045,P004719994|P004719995|P004720041|P004720042|P004720043|P004720044,2015-04-02T00:00:00.000,POLICE,2015-06-05T09:00:00.000,703 S WASHTENAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.87279450249756,-87.6934806780726,"{'type': 'Point', 'coordinates': [-87.6934806780726, 41.87279450249756]}",28,28,21184,38,23
2806,14CP095441,P004545575|P004545576|P004545577|P004545578|P004545579,2014-07-03T00:00:00.000,POLICE,2014-09-05T21:00:00.000,5347 S LAFLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA NA, ",City non-suit,0,0,0,0,0,0,0,0,41.79631890661767,-87.6620689737761,"{'type': 'Point', 'coordinates': [-87.6620689737761, 41.79631890661767]}",37,59,14924,790,4
2807,19CP070396,P005875161|P005875162|P005875163|P005875164|P005875165|P005875166,2019-10-11T00:00:00.000,POLICE,2019-12-06T09:00:00.000,7712 S HOMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.75292473440819,-87.70751418957491,"{'type': 'Point', 'coordinates': [-87.70751418957491, 41.75292473440819]}",8,69,4300,498,30
2808,11CP020391,P002513273|P002513274,2011-05-04T00:00:00.000,POLICE,2011-08-05T09:00:00.000,1275 W 72ND PLACE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.762174139382346,-87.65689748195895,"{'type': 'Point', 'coordinates': [-87.65689748195895, 41.762174139382346]}",23,65,22257,408,32
2809,12CP063639,P003349744|P003349746|P003349748,2012-08-21T00:00:00.000,POLICE,2012-10-05T09:00:00.000,2947 W 38 PL ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"ONE WEST BANK, ",Default - Liable by prove-up,1300,0,1449.18,377.88,0,3167.06,0,3136.66,41.82350260527253,-87.69894716222322,"{'type': 'Point', 'coordinates': [-87.69894716222322, 41.82350260527253]}",56,55,22248,639,1
2810,14CP154455,P004655785|P004655786|P004655787|P004655788|P004655789|P004655790,2014-11-02T00:00:00.000,POLICE,2014-12-05T09:00:00.000,8150 S MAPLWOOD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.744860278919845,-87.68658206152642,"{'type': 'Point', 'coordinates': [-87.68658206152642, 41.744860278919845]}",8,69,4300,243,30
2811,14CP005982,P004318688|P004318689|P004318690|P004318691|P004318692|P004318693,2014-01-03T00:00:00.000,POLICE,2014-02-07T09:00:00.000,6646 S BELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.77240705963819,-87.67982671677979,"{'type': 'Point', 'coordinates': [-87.67982671677979, 41.77240705963819]}",23,64,22257,370,2
2812,15CP127557,P004738932|P004738933|P004738934|P004738935,2015-08-06T00:00:00.000,POLICE,2015-10-02T13:00:00.000,4418 N GRENSHAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.86703837043107,-87.73580536486863,"{'type': 'Point', 'coordinates': [-87.73580536486863, 41.86703837043107]}",30,30,21572,98,14
2813,17CP069730,P005313390|P005313391|P005313392|P005313393|P005313394|P005313395,2017-07-26T00:00:00.000,POLICE,2017-10-06T09:00:00.000,5326 S JUSTINE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79686258914341,-87.66359278411257,"{'type': 'Point', 'coordinates': [-87.66359278411257, 41.79686258914341]}",37,59,14924,790,2
2814,12CP016998,P003229550|P003229551|P003229552|P003229553|P003229554|P003229555,2012-02-09T00:00:00.000,POLICE,2012-06-22T10:00:00.000,613 N RIDGEWAY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Not liable - City failed to establish Prima Facie case - Motion to set-aside default granted,0,0,0,0,0,0,0,0,41.89219677342924,-87.71973178993173,"{'type': 'Point', 'coordinates': [-87.71973178993173, 41.89219677342924]}",30,24,21572,584,46
2815,11CP052639,P002120020|P002120021,2011-08-04T00:00:00.000,POLICE,2011-12-16T10:00:00.000,8651 S SAGINAW ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",Not liable - City failed to establish Prima Facie case - Motion to set-aside default granted,0,0,0,0,0,0,0,0,41.73759302575485,-87.55979261893656,"{'type': 'Point', 'coordinates': [-87.55979261893656, 41.73759302575485]}",25,42,21202,226,37
2816,14CP138220,P004590366|P004590367|P004590368|P004590369,2014-10-05T00:00:00.000,POLICE,2014-11-07T13:00:00.000,731 S KARLOV ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.87139256551458,-87.72766383962745,"{'type': 'Point', 'coordinates': [-87.72766383962745, 41.87139256551458]}",30,27,21572,703,14
2817,19CP007792,P005911296|P005911296|P005911297|P005911297|P005911298|P005911298|P005911341|P005911341|P005911342|P005911342|P005911343|P005911343,2019-01-11T00:00:00.000,POLICE,2019-04-05T11:00:00.000,1651 E 78TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.75322141893223,-87.58355743968316,"{'type': 'Point', 'coordinates': [-87.58355743968316, 41.75322141893223]}",24,39,22538,188,35
2818,22CP001725,P006023094|P006023095|P006023096|P006023097|P006023098|P006023099,2022-01-10T00:00:00.000,POLICE,2022-03-04T09:00:00.000,5836 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.78717783424199,-87.69010251220999,"{'type': 'Point', 'coordinates': [-87.69010251220999, 41.78717783424199]}",58,61,21867,112,2
2819,11CP020377,P002513828|P002513829|P002513842|P002513843,2011-05-05T00:00:00.000,POLICE,2011-07-01T14:30:00.000,3012 S SPAULDING ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.83860285758432,-87.7074540415274,"{'type': 'Point', 'coordinates': [-87.7074540415274, 41.83860285758432]}",57,32,21569,146,28
2820,12CP009054,P003228863|P003228864|P003228865|P003228866|P003228867|P003228868,2012-01-20T00:00:00.000,POLICE,2012-03-02T13:00:00.000,229 W 109TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.696047493085935,-87.62915748592022,"{'type': 'Point', 'coordinates': [-87.62915748592022, 41.696047493085935]}",19,45,21861,524,22
2821,11CP015657,P002161313|P002161314,2011-03-15T00:00:00.000,POLICE,2011-07-01T11:00:00.000,8543 S ABERDEEN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"MARQUETTE BANK, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.73833505829917,-87.65082965478507,"{'type': 'Point', 'coordinates': [-87.65082965478507, 41.73833505829917]}",59,70,21554,530,13
2822,17CP034885,P005249539|P005249540|P005249541|P005249542|P005249543|P005249544,2017-04-20T00:00:00.000,POLICE,2017-06-02T09:00:00.000,907 W 50TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.803258102448005,-87.64816521438976,"{'type': 'Point', 'coordinates': [-87.64816521438976, 41.803258102448005]}",37,59,14924,708,4
2823,12CP000003,P003141449|P003141474,2011-12-15T00:00:00.000,POLICE,2012-02-03T09:00:00.000,4321 S HONORE ,13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,800,0,29.61,236.88,0,1106.49,1287.36,-180.87,41.815167529503036,-87.67107013734906,"{'type': 'Point', 'coordinates': [-87.67107013734906, 41.815167529503036]}",37,59,14924,706,3
2824,16CP107685,P005154060|P005154061|P005154062|P005154063|P005154064|P005154065,2016-10-31T00:00:00.000,POLICE,2017-01-06T09:00:00.000,2107 W 52ND ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.798800983913644,-87.67732641117455,"{'type': 'Point', 'coordinates': [-87.67732641117455, 41.798800983913644]}",37,59,14924,686,2
2825,16CP011066,P004855679|P004855680,2016-02-01T00:00:00.000,POLICE,2016-03-04T13:00:00.000,815 S KEDVALE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST, ",City non-suit,0,0,0,0,0,0,0,0,41.87046243200706,-87.72884995090281,"{'type': 'Point', 'coordinates': [-87.72884995090281, 41.87046243200706]}",30,27,21572,703,14
2826,14CP100632,P004349058|P004349059,2014-07-04T00:00:00.000,POLICE,2014-09-05T11:00:00.000,12856 S EGGLESTON ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.65984302470635,-87.63303634310527,"{'type': 'Point', 'coordinates': [-87.63303634310527, 41.65984302470635]}",19,50,21861,7,43
2827,13CP071687,P004154837|P004154839|P004154841,2013-08-27T00:00:00.000,POLICE,2013-12-06T09:00:00.000,3045 E 54TH ST ,13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE, ",Liable - By plea,400,0,0,0,0,440,440,0,,,,,,,,
2828,18CP009705,P005319078|P005319079|P005319080|P005319082|P005319083,2018-01-04T00:00:00.000,POLICE,2018-03-02T09:00:00.000,3949 S WELL ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATL TR CO, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
2829,12CP077405,P003361863|P003361865|P003361867,2012-10-23T00:00:00.000,POLICE,2012-12-07T09:00:00.000,4136 S ARTESIAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK AND TRUST, ",City non-suit,1300,0,104.74,0,0,1444.74,1443.75,0,41.818188686863266,-87.68611588899537,"{'type': 'Point', 'coordinates': [-87.68611588899537, 41.818188686863266]}",56,55,22248,718,1
2830,14CP084460,P004346097|P004348596,2014-05-31T00:00:00.000,POLICE,2014-08-01T11:00:00.000,11721 S LOWE ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.681215162749524,-87.63835638414191,"{'type': 'Point', 'coordinates': [-87.63835638414191, 41.681215162749524]}",19,50,21861,255,22
2831,15CP102622,P004734149|P004734150|P004734453|P004734454|P004734455|P004734456,2015-07-10T00:00:00.000,POLICE,2015-09-04T11:00:00.000,11152 S WALLCE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.690854869486216,-87.63763540024273,"{'type': 'Point', 'coordinates': [-87.63763540024273, 41.690854869486216]}",19,45,21861,486,22
2832,11CP024054,P002127509|P002127510,2011-05-24T00:00:00.000,POLICE,2011-07-01T13:00:00.000,6628 S MARYLAND ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"DEUTSCHE BANK, ",Default - Liable by prove-up,1300,0,13.21,377.88,0,1731.09,1729,-0.01,41.77408944284158,-87.60471909023656,"{'type': 'Point', 'coordinates': [-87.60471909023656, 41.77408944284158]}",60,9,22260,347,33
2833,17CP080276,P005292181|P005292182|P005292183|P005292184|P005292185|P005292186,2017-08-31T00:00:00.000,POLICE,2017-11-03T09:00:00.000,6922 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"U S BANK N A, ",City non-suit,0,0,0,0,0,0,0,0,41.767907219512644,-87.65919264085574,"{'type': 'Point', 'coordinates': [-87.65919264085574, 41.767907219512644]}",23,65,22257,284,32
2834,14CP008115,P004433763|P004433764|P004433765|P004433766|P004433767|P004433768,2014-01-20T00:00:00.000,POLICE,2014-03-07T09:00:00.000,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78267314352238,-87.66079340228376,"{'type': 'Point', 'coordinates': [-87.66079340228376, 41.78267314352238]}",23,65,22257,277,2
2835,14CP129646,P004529195|P004529196,2014-09-18T00:00:00.000,POLICE,2014-11-07T09:00:00.000,1540 W GARFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.7941489709907,-87.66373515264111,"{'type': 'Point', 'coordinates': [-87.66373515264111, 41.7941489709907]}",37,59,14924,790,2
2836,15CP080725,P004778884|P004778885,2015-05-20T00:00:00.000,POLICE,2015-08-07T13:00:00.000,2837 S TROY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0,0,0,0,0,0,0,0,41.839789202651104,-87.70352470278125,"{'type': 'Point', 'coordinates': [-87.70352470278125, 41.839789202651104]}",57,32,21569,124,1
2837,14CP023448,P004328951|P004328952|P004328953|P004328954,2014-02-27T00:00:00.000,POLICE,2014-04-04T13:00:00.000,1878 N PULASKI ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK NA, ",City non-suit,0,0,0,0,0,0,0,0,41.91525368164085,-87.7266510050927,"{'type': 'Point', 'coordinates': [-87.7266510050927, 41.91525368164085]}",2,21,22615,135,12
2838,16CP062165,P005061354|P005061355|P005061356|P005061357|P005061358|P005061359,2016-06-01T00:00:00.000,POLICE,2016-08-05T09:00:00.000,3229 W 61ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.78248047841783,-87.70438939178156,"{'type': 'Point', 'coordinates': [-87.70438939178156, 41.78248047841783]}",58,64,21867,344,6
2839,14CP002722,P004228599|P004228600|P004228601|P004228602|P004229102,2014-01-07T00:00:00.000,POLICE,2014-03-07T09:00:00.000,5154 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"J P MORGAN CHASE BANK, ",City non-suit,0,0,0,0,0,0,0,0,41.79974677004173,-87.66123928918057,"{'type': 'Point', 'coordinates': [-87.66123928918057, 41.79974677004173]}",37,59,14924,790,4
2840,11CP033587,P002511101|P002511102|P002511103|P002511104|P002511105|P002511106,2011-06-24T00:00:00.000,POLICE,2011-08-05T09:00:00.000,5214 S SANGAMON ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"SMITH ROTHCHILD FINANCIAL COMPANY, ",Default - Liable by prove-up,4300,0,5150.56,1223.88,0,10714.44,0,10615.99,41.79923345754697,-87.64907585931715,"{'type': 'Point', 'coordinates': [-87.64907585931715, 41.79923345754697]}",37,59,14924,768,4
2841,15CP099693,P003124734|P003124735|P003124736|P003124737|P003124738|P003124739,2015-07-08T00:00:00.000,POLICE,2015-09-04T09:00:00.000,2212 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,,,,,,,,
2842,14CP021466,P004462387|P004462388|P004462389|P004462390|P004462391|P004462392,2014-02-24T00:00:00.000,POLICE,2014-04-04T09:00:00.000,6114 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78267314352238,-87.66079340228376,"{'type': 'Point', 'coordinates': [-87.66079340228376, 41.78267314352238]}",23,65,22257,277,2
2843,14CP074889,P004232688|P004232690|P004232692,2014-05-13T00:00:00.000,POLICE,2014-08-01T09:00:00.000,5346 S JUSTINA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"DEUTSCHE BANK NATL TRUST, ",City non-suit,700,0,0,0,0,740,740,0,41.796297102335316,-87.66357733530252,"{'type': 'Point', 'coordinates': [-87.66357733530252, 41.796297102335316]}",37,59,14924,790,2
2844,14CP124224,P004581208|P004581209|P004581210|P004581211|P004581212|P004581213,2014-08-19T00:00:00.000,POLICE,2014-10-03T09:00:00.000,2212 W 54TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.794887672693925,-87.68037384736733,"{'type': 'Point', 'coordinates': [-87.68037384736733, 41.794887672693925]}",37,61,14924,775,2
2845,16CP038034,P004993987|P004993988|P004993989|P004993990,2016-04-25T00:00:00.000,POLICE,2016-06-03T13:00:00.000,4931 W GLADYS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0,0,0,0,0,0,0,0,41.87572746069085,-87.74849372923272,"{'type': 'Point', 'coordinates': [-87.74849372923272, 41.87572746069085]}",32,26,22216,69,7
2846,14CP078316,P004475349|P004475350,2014-06-05T00:00:00.000,POLICE,2014-08-01T13:00:00.000,2841 W CONGRESS PKWY ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0,0,0,0,0,0,0,0,41.87477883562405,-87.69776570118668,"{'type': 'Point', 'coordinates': [-87.69776570118668, 41.87477883562405]}",28,28,21184,51,46
2847,13CP081536,P004175142|P004175143|P004175144|P004175145|P004175146|P004175147,2013-09-18T00:00:00.000,POLICE,2013-11-01T09:00:00.000,5714 S MARSHFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"REO PARTNERS LLC, ",City non-suit,0,0,0,0,0,0,0,0,41.78988502315978,-87.66583755922996,"{'type': 'Point', 'coordinates': [-87.66583755922996, 41.78988502315978]}",23,65,22257,385,2
2848,14CP093912,P004456562|P004456563|P004456564|P004456565|P004456566|P004456567,2014-06-18T00:00:00.000,POLICE,2014-09-05T09:00:00.000,3045 W 54TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITIMORTGAGE, ",City non-suit,0,0,0,0,0,0,0,0,41.79528616272961,-87.70051452623768,"{'type': 'Point', 'coordinates': [-87.70051452623768, 41.79528616272961]}",56,61,22248,777,8
2849,15CP037667,P004620382|P004620383,2015-03-01T00:00:00.000,POLICE,2015-04-03T13:00:00.000,1112 S ST LOUIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"SAXON MORTGAGE SERV INC, ",City non-suit,0,0,0,0,0,0,0,0,41.86770480742269,-87.71316949005839,"{'type': 'Point', 'coordinates': [-87.71316949005839, 41.86770480742269]}",30,30,21572,98,14
2850,12CP006098,P003143704|P003143705|P003143706|P003143707|P003143708|P003143709,2012-01-16T00:00:00.000,POLICE,2012-04-06T09:00:00.000,5942 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE CORP, ",City Non suit - Motion to set-aside default - Granted,0,0,0,0,0,0,0,0,41.78567599073655,-87.64994359904756,"{'type': 'Point', 'coordinates': [-87.64994359904756, 41.78567599073655]}",11,66,21559,434,2
