NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,state,county,tract,year
"Census Tract 8330, Cook County, Illinois",770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,28.0,129.0,309.0,135.0,93.0,30.0,16.0,17,031,833000,2015
"Census Tract 8331, Cook County, Illinois",2530.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,35.0,209.0,698.0,656.0,446.0,326.0,68.0,17.0,17,031,833100,2015
"Census Tract 8333, Cook County, Illinois",368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,3.0,21.0,25.0,108.0,91.0,96.0,6.0,4.0,17,031,833300,2015
"Census Tract 8339, Cook County, Illinois",268.0,4.0,16.0,0.0,0.0,0.0,5.0,0.0,5.0,22.0,0.0,11.0,22.0,26.0,38.0,0.0,23.0,13.0,0.0,17.0,27.0,0.0,6.0,0.0,33.0,17,031,833900,2015
"Census Tract 8340, Cook County, Illinois",179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.0,5.0,15.0,8.0,8.0,6.0,16.0,7.0,31.0,9.0,0.0,0.0,0.0,15.0,12.0,30.0,17,031,834000,2015
"Census Tract 8342, Cook County, Illinois",502.0,0.0,16.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,58.0,5.0,15.0,7.0,139.0,37.0,78.0,13.0,76.0,15.0,0.0,12.0,14.0,0.0,0.0,17,031,834200,2015
"Census Tract 8343, Cook County, Illinois",1505.0,12.0,37.0,9.0,23.0,13.0,12.0,0.0,12.0,28.0,0.0,68.0,123.0,45.0,145.0,180.0,236.0,264.0,185.0,47.0,22.0,0.0,44.0,0.0,0.0,17,031,834300,2015
"Census Tract 8344, Cook County, Illinois",591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,32.0,10.0,0.0,71.0,60.0,74.0,48.0,137.0,43.0,33.0,36.0,26.0,0.0,0.0,17,031,834400,2015
"Census Tract 4909.01, Cook County, Illinois",351.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,30.0,1.0,36.0,11.0,63.0,90.0,12.0,42.0,53.0,0.0,3.0,0.0,0.0,0.0,0.0,17,031,490901,2015
"Census Tract 4909.02, Cook County, Illinois",1211.0,15.0,10.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,60.0,26.0,35.0,101.0,129.0,216.0,310.0,89.0,114.0,33.0,38.0,0.0,0.0,0.0,0.0,17,031,490902,2015
"Census Tract 5305.02, Cook County, Illinois",387.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.0,54.0,78.0,109.0,74.0,13.0,5.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,17,031,530502,2015
"Census Tract 8438, Cook County, Illinois",290.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,32.0,0.0,44.0,16.0,33.0,29.0,35.0,38.0,24.0,0.0,17.0,0.0,0.0,17,031,843800,2015
"Census Tract 8439, Cook County, Illinois",444.0,8.0,8.0,0.0,0.0,0.0,9.0,0.0,53.0,0.0,0.0,32.0,0.0,24.0,94.0,75.0,41.0,18.0,0.0,24.0,18.0,40.0,0.0,0.0,0.0,17,031,843900,2015
"Census Tract 9801, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,980100,2015
"Census Tract 9800, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,980000,2015
"Census Tract 9900, Cook County, Illinois",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,990000,2015
"Census Tract 8190, Cook County, Illinois",1283.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,29.0,27.0,47.0,46.0,280.0,300.0,418.0,95.0,5.0,17,031,819000,2015
"Census Tract 8193, Cook County, Illinois",850.0,25.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,59.0,37.0,134.0,144.0,170.0,215.0,16.0,21.0,0.0,0.0,0.0,17,031,819300,2015
"Census Tract 8204, Cook County, Illinois",921.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,8.0,23.0,41.0,42.0,39.0,60.0,159.0,127.0,187.0,51.0,57.0,21.0,72.0,12.0,0.0,0.0,0.0,17,031,820400,2015
"Census Tract 8208, Cook County, Illinois",973.0,25.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,2.0,9.0,91.0,171.0,203.0,136.0,133.0,117.0,25.0,0.0,22.0,0.0,14.0,17,031,820800,2015
"Census Tract 1701, Cook County, Illinois",747.0,0.0,0.0,9.0,0.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,92.0,135.0,229.0,81.0,88.0,14.0,47.0,8.0,7.0,0.0,8.0,17,031,170100,2015
"Census Tract 1707, Cook County, Illinois",845.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,27.0,7.0,7.0,12.0,71.0,81.0,144.0,203.0,175.0,60.0,38.0,0.0,0.0,0.0,17,031,170700,2015
"Census Tract 1901, Cook County, Illinois",248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,24.0,54.0,79.0,34.0,27.0,0.0,7.0,0.0,0.0,17,031,190100,2015
"Census Tract 2205, Cook County, Illinois",427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,24.0,37.0,82.0,104.0,116.0,48.0,0.0,0.0,17,031,220500,2015
"Census Tract 2227, Cook County, Illinois",286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,20.0,38.0,8.0,79.0,69.0,34.0,5.0,0.0,13.0,0.0,17,031,222700,2015
"Census Tract 2312, Cook County, Illinois",540.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,3.0,0.0,10.0,26.0,110.0,64.0,99.0,63.0,55.0,33.0,15.0,18.0,0.0,0.0,0.0,17,031,231200,2015
"Census Tract 2315, Cook County, Illinois",709.0,16.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,0.0,55.0,0.0,62.0,31.0,70.0,70.0,47.0,126.0,27.0,33.0,0.0,76.0,18.0,17,031,231500,2015
"Census Tract 2405, Cook County, Illinois",838.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,137.0,405.0,104.0,73.0,34.0,17.0,17,031,240500,2015
"Census Tract 2409, Cook County, Illinois",138.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,28.0,41.0,28.0,18.0,5.0,0.0,0.0,17,031,240900,2015
"Census Tract 2422, Cook County, Illinois",599.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,17.0,9.0,159.0,120.0,170.0,50.0,5.0,17,031,242200,2015
"Census Tract 2435, Cook County, Illinois",744.0,19.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,8.0,12.0,154.0,263.0,87.0,143.0,27.0,0.0,17,031,243500,2015
"Census Tract 2505, Cook County, Illinois",2345.0,23.0,0.0,30.0,34.0,0.0,31.0,0.0,57.0,24.0,52.0,15.0,21.0,40.0,116.0,43.0,143.0,187.0,432.0,509.0,464.0,99.0,25.0,0.0,0.0,17,031,250500,2015
"Census Tract 2510, Cook County, Illinois",165.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,15.0,14.0,39.0,31.0,20.0,31.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,17,031,251000,2015
"Census Tract 1909, Cook County, Illinois",345.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,21.0,46.0,70.0,55.0,66.0,37.0,0.0,6.0,0.0,0.0,17,031,190900,2015
"Census Tract 301.02, Cook County, Illinois",803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,10.0,20.0,7.0,83.0,54.0,141.0,114.0,60.0,92.0,168.0,0.0,7.0,20.0,0.0,17,031,030102,2015
"Census Tract 301.03, Cook County, Illinois",250.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,8.0,0.0,22.0,29.0,22.0,18.0,33.0,20.0,14.0,23.0,24.0,8.0,0.0,0.0,0.0,0.0,17,031,030103,2015
"Census Tract 301.01, Cook County, Illinois",941.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,35.0,0.0,10.0,83.0,16.0,189.0,77.0,283.0,30.0,149.0,0.0,29.0,0.0,0.0,17,031,030101,2015
"Census Tract 301.04, Cook County, Illinois",315.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,6.0,15.0,24.0,6.0,184.0,9.0,13.0,0.0,7.0,0.0,10.0,7.0,0.0,0.0,0.0,17,031,030104,2015
"Census Tract 306.01, Cook County, Illinois",828.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,76.0,0.0,132.0,88.0,104.0,24.0,202.0,105.0,51.0,0.0,0.0,0.0,0.0,17,031,030601,2015
"Census Tract 306.03, Cook County, Illinois",127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,7.0,0.0,12.0,0.0,20.0,50.0,8.0,8.0,0.0,0.0,0.0,17,031,030603,2015
"Census Tract 306.04, Cook County, Illinois",599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,7.0,18.0,10.0,51.0,56.0,151.0,33.0,71.0,74.0,58.0,21.0,0.0,0.0,0.0,17,031,030604,2015
"Census Tract 307.01, Cook County, Illinois",197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,6.0,0.0,11.0,5.0,31.0,33.0,39.0,25.0,8.0,6.0,0.0,0.0,0.0,0.0,17,031,030701,2015
"Census Tract 307.02, Cook County, Illinois",661.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,45.0,34.0,59.0,76.0,141.0,147.0,84.0,32.0,4.0,0.0,0.0,0.0,17,031,030702,2015
"Census Tract 307.03, Cook County, Illinois",477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,61.0,48.0,50.0,38.0,92.0,123.0,18.0,7.0,7.0,0.0,17,031,030703,2015
"Census Tract 7706.01, Cook County, Illinois",976.0,33.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,64.0,9.0,33.0,59.0,250.0,286.0,115.0,79.0,11.0,7.0,0.0,17,031,770601,2015
"Census Tract 7706.02, Cook County, Illinois",825.0,37.0,76.0,25.0,39.0,25.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,48.0,133.0,193.0,155.0,31.0,30.0,0.0,0.0,17,031,770602,2015
"Census Tract 7709.01, Cook County, Illinois",1731.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,32.0,0.0,28.0,0.0,40.0,17.0,126.0,167.0,460.0,316.0,403.0,125.0,7.0,0.0,0.0,17,031,770901,2015
"Census Tract 7709.02, Cook County, Illinois",1062.0,15.0,9.0,0.0,14.0,0.0,0.0,18.0,8.0,32.0,26.0,0.0,11.0,0.0,7.0,37.0,45.0,96.0,211.0,233.0,212.0,34.0,45.0,9.0,0.0,17,031,770902,2015
"Census Tract 8020.03, Cook County, Illinois",775.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,26.0,19.0,6.0,8.0,5.0,31.0,65.0,188.0,123.0,184.0,63.0,7.0,17,031,802003,2015
"Census Tract 8020.04, Cook County, Illinois",1233.0,31.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,17.0,48.0,31.0,47.0,283.0,181.0,176.0,65.0,16.0,44.0,24.0,84.0,43.0,31.0,84.0,17,031,802004,2015
"Census Tract 8237.02, Cook County, Illinois",1558.0,29.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,30.0,46.0,27.0,24.0,107.0,50.0,91.0,140.0,361.0,294.0,124.0,188.0,13.0,0.0,0.0,17,031,823702,2015
"Census Tract 8250, Cook County, Illinois",1252.0,32.0,12.0,0.0,0.0,8.0,0.0,0.0,9.0,53.0,12.0,0.0,15.0,25.0,97.0,165.0,297.0,295.0,141.0,57.0,34.0,0.0,0.0,0.0,0.0,17,031,825000,2015
"Census Tract 8262.01, Cook County, Illinois",1054.0,26.0,11.0,12.0,20.0,35.0,48.0,0.0,98.0,71.0,56.0,169.0,91.0,56.0,210.0,46.0,34.0,37.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,17,031,826201,2015
"Census Tract 8263.01, Cook County, Illinois",1159.0,13.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,58.0,98.0,87.0,120.0,71.0,242.0,95.0,242.0,79.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,826301,2015
"Census Tract 8272, Cook County, Illinois",893.0,8.0,0.0,11.0,0.0,16.0,22.0,0.0,101.0,83.0,139.0,120.0,98.0,82.0,60.0,40.0,66.0,3.0,12.0,0.0,32.0,0.0,0.0,0.0,0.0,17,031,827200,2015
"Census Tract 8278.02, Cook County, Illinois",1076.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,33.0,37.0,36.0,182.0,142.0,382.0,110.0,94.0,12.0,0.0,0.0,0.0,0.0,0.0,17,031,827802,2015
"Census Tract 8285.04, Cook County, Illinois",987.0,17.0,15.0,0.0,27.0,15.0,48.0,11.0,19.0,105.0,152.0,86.0,96.0,18.0,134.0,99.0,85.0,25.0,17.0,9.0,9.0,0.0,0.0,0.0,0.0,17,031,828504,2015
"Census Tract 8288.01, Cook County, Illinois",1609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,28.0,108.0,125.0,232.0,289.0,186.0,69.0,173.0,95.0,188.0,27.0,43.0,24.0,0.0,17,031,828801,2015
"Census Tract 8292, Cook County, Illinois",1272.0,0.0,0.0,8.0,0.0,0.0,0.0,19.0,38.0,37.0,127.0,63.0,225.0,121.0,293.0,63.0,106.0,37.0,91.0,21.0,0.0,0.0,0.0,0.0,23.0,17,031,829200,2015
"Census Tract 8293.01, Cook County, Illinois",1291.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,9.0,56.0,0.0,30.0,202.0,101.0,319.0,144.0,132.0,56.0,92.0,27.0,42.0,48.0,3.0,0.0,0.0,17,031,829301,2015
"Census Tract 3404, Cook County, Illinois",302.0,0.0,6.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,47.0,0.0,74.0,12.0,40.0,16.0,39.0,5.0,0.0,17,031,340400,2015
"Census Tract 3602, Cook County, Illinois",14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,17,031,360200,2015
"Census Tract 1908, Cook County, Illinois",763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,18.0,0.0,9.0,23.0,103.0,33.0,219.0,127.0,181.0,0.0,4.0,0.0,0.0,17,031,190800,2015
"Census Tract 1912, Cook County, Illinois",340.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,23.0,47.0,39.0,8.0,41.0,121.0,17.0,0.0,0.0,0.0,0.0,17,031,191200,2015
"Census Tract 2101, Cook County, Illinois",555.0,10.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,11.0,21.0,8.0,33.0,162.0,156.0,72.0,43.0,0.0,0.0,17,031,210100,2015
"Census Tract 2204, Cook County, Illinois",422.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,19.0,41.0,90.0,65.0,143.0,37.0,0.0,17,031,220400,2015
"Census Tract 2408, Cook County, Illinois",162.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,32.0,31.0,30.0,21.0,12.0,5.0,0.0,17,031,240800,2015
"Census Tract 2430, Cook County, Illinois",476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,41.0,33.0,192.0,45.0,64.0,29.0,25.0,17,031,243000,2015
"Census Tract 2508, Cook County, Illinois",390.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,17.0,28.0,9.0,24.0,59.0,118.0,46.0,27.0,9.0,39.0,0.0,0.0,0.0,0.0,17,031,250800,2015
"Census Tract 2517, Cook County, Illinois",176.0,0.0,0.0,5.0,11.0,0.0,0.0,10.0,18.0,0.0,14.0,6.0,8.0,0.0,35.0,0.0,48.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,17,031,251700,2015
"Census Tract 8184.01, Cook County, Illinois",996.0,16.0,8.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,9.0,74.0,84.0,186.0,169.0,176.0,116.0,77.0,47.0,0.0,0.0,0.0,17,031,818401,2015
"Census Tract 8165, Cook County, Illinois",730.0,46.0,67.0,34.0,37.0,24.0,32.0,18.0,57.0,15.0,0.0,12.0,21.0,16.0,71.0,43.0,91.0,7.0,69.0,50.0,0.0,0.0,0.0,0.0,0.0,17,031,816500,2015
"Census Tract 4206, Cook County, Illinois",87.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,6.0,0.0,0.0,11.0,0.0,20.0,5.0,0.0,4.0,0.0,0.0,0.0,17,031,420600,2015
"Census Tract 4408, Cook County, Illinois",184.0,8.0,0.0,8.0,0.0,18.0,0.0,0.0,3.0,7.0,8.0,0.0,20.0,20.0,32.0,32.0,13.0,2.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,17,031,440800,2015
"Census Tract 8024.03, Cook County, Illinois",551.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,5.0,39.0,76.0,144.0,43.0,82.0,95.0,34.0,12.0,0.0,0.0,0.0,17,031,802403,2015
"Census Tract 8024.04, Cook County, Illinois",1782.0,22.0,77.0,51.0,13.0,53.0,0.0,0.0,41.0,93.0,161.0,204.0,101.0,13.0,239.0,166.0,231.0,44.0,113.0,26.0,58.0,42.0,34.0,0.0,0.0,17,031,802404,2015
"Census Tract 8025.05, Cook County, Illinois",967.0,0.0,9.0,0.0,17.0,0.0,0.0,13.0,14.0,9.0,46.0,22.0,54.0,53.0,61.0,85.0,203.0,94.0,127.0,109.0,39.0,12.0,0.0,0.0,0.0,17,031,802505,2015
"Census Tract 8025.06, Cook County, Illinois",506.0,17.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,0.0,13.0,48.0,64.0,115.0,89.0,46.0,47.0,10.0,0.0,0.0,0.0,17,031,802506,2015
"Census Tract 8026.07, Cook County, Illinois",459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,46.0,70.0,161.0,96.0,49.0,0.0,5.0,17,031,802607,2015
"Census Tract 8026.08, Cook County, Illinois",2632.0,106.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,45.0,84.0,58.0,101.0,67.0,321.0,68.0,147.0,95.0,460.0,204.0,438.0,268.0,116.0,25.0,0.0,17,031,802608,2015
"Census Tract 8026.09, Cook County, Illinois",1212.0,0.0,0.0,0.0,0.0,0.0,42.0,13.0,39.0,101.0,109.0,164.0,129.0,115.0,261.0,20.0,135.0,0.0,47.0,12.0,0.0,15.0,0.0,10.0,0.0,17,031,802609,2015
"Census Tract 8026.10, Cook County, Illinois",629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,28.0,98.0,158.0,284.0,44.0,0.0,0.0,0.0,17,031,802610,2015
"Census Tract 8030.12, Cook County, Illinois",558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,27.0,6.0,8.0,10.0,29.0,8.0,71.0,7.0,116.0,36.0,147.0,80.0,4.0,0.0,0.0,17,031,803012,2015
"Census Tract 8030.13, Cook County, Illinois",1743.0,13.0,0.0,16.0,0.0,16.0,14.0,0.0,24.0,0.0,40.0,43.0,86.0,22.0,149.0,150.0,109.0,93.0,270.0,332.0,264.0,78.0,24.0,0.0,0.0,17,031,803013,2015
"Census Tract 8030.14, Cook County, Illinois",965.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,36.0,17.0,68.0,59.0,35.0,102.0,10.0,57.0,22.0,113.0,152.0,260.0,20.0,0.0,0.0,0.0,17,031,803014,2015
"Census Tract 8030.15, Cook County, Illinois",1553.0,38.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,27.0,58.0,73.0,86.0,160.0,208.0,288.0,345.0,218.0,18.0,9.0,17,031,803015,2015
"Census Tract 8030.16, Cook County, Illinois",386.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,6.0,0.0,0.0,12.0,40.0,167.0,131.0,14.0,0.0,0.0,17,031,803016,2015
"Census Tract 8030.17, Cook County, Illinois",1431.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,0.0,64.0,26.0,58.0,12.0,133.0,160.0,593.0,203.0,107.0,26.0,0.0,17,031,803017,2015
"Census Tract 8036.11, Cook County, Illinois",1291.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,84.0,35.0,62.0,226.0,313.0,145.0,14.0,101.0,147.0,42.0,0.0,31.0,0.0,0.0,17,031,803611,2015
"Census Tract 8036.12, Cook County, Illinois",299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,31.0,35.0,14.0,0.0,0.0,22.0,8.0,26.0,0.0,46.0,56.0,49.0,0.0,4.0,0.0,0.0,17,031,803612,2015
"Census Tract 8037.01, Cook County, Illinois",895.0,1.0,0.0,0.0,8.0,0.0,0.0,25.0,0.0,5.0,0.0,0.0,10.0,40.0,78.0,34.0,44.0,23.0,173.0,178.0,218.0,47.0,11.0,0.0,0.0,17,031,803701,2015
"Census Tract 8382, Cook County, Illinois",180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,12.0,20.0,19.0,7.0,66.0,17.0,17.0,0.0,0.0,17,031,838200,2015
"Census Tract 8383, Cook County, Illinois",140.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,28.0,45.0,17.0,19.0,3.0,0.0,17,031,838300,2015
"Census Tract 8386, Cook County, Illinois",29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,17,031,838600,2015
"Census Tract 8380, Cook County, Illinois",264.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,46.0,5.0,6.0,7.0,75.0,59.0,34.0,5.0,8.0,0.0,0.0,17,031,838000,2015
"Census Tract 8381, Cook County, Illinois",138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,8.0,16.0,8.0,0.0,60.0,0.0,6.0,0.0,0.0,9.0,0.0,17,031,838100,2015
"Census Tract 8387, Cook County, Illinois",211.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,39.0,40.0,20.0,39.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,17,031,838700,2015
"Census Tract 8388, Cook County, Illinois",365.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,57.0,39.0,12.0,16.0,58.0,23.0,15.0,44.0,16.0,6.0,0.0,36.0,0.0,0.0,17,031,838800,2015
"Census Tract 8390, Cook County, Illinois",1918.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,27.0,112.0,0.0,138.0,118.0,473.0,394.0,386.0,110.0,59.0,0.0,0.0,17,031,839000,2015
"Census Tract 8391, Cook County, Illinois",928.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,24.0,0.0,48.0,61.0,142.0,60.0,346.0,113.0,76.0,0.0,0.0,17,031,839100,2015
"Census Tract 8392, Cook County, Illinois",489.0,19.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,44.0,22.0,15.0,8.0,10.0,112.0,45.0,39.0,17.0,70.0,31.0,40.0,0.0,0.0,0.0,0.0,17,031,839200,2015
"Census Tract 8395, Cook County, Illinois",271.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,25.0,10.0,23.0,16.0,38.0,12.0,42.0,61.0,9.0,15.0,0.0,17,031,839500,2015
"Census Tract 8396, Cook County, Illinois",309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,45.0,4.0,32.0,6.0,67.0,29.0,84.0,21.0,0.0,0.0,0.0,17,031,839600,2015
"Census Tract 8397, Cook County, Illinois",879.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,20.0,0.0,0.0,23.0,25.0,70.0,17.0,209.0,170.0,203.0,35.0,56.0,23.0,0.0,17,031,839700,2015
"Census Tract 8398, Cook County, Illinois",398.0,1.0,0.0,28.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,19.0,54.0,54.0,149.0,48.0,29.0,0.0,0.0,17,031,839800,2015
