NAME,B25075_001E,B25075_002E,B25075_003E,B25075_004E,B25075_005E,B25075_006E,B25075_007E,B25075_008E,B25075_009E,B25075_010E,B25075_011E,B25075_012E,B25075_013E,B25075_014E,B25075_015E,B25075_016E,B25075_017E,B25075_018E,B25075_019E,B25075_020E,B25075_021E,B25075_022E,B25075_023E,B25075_024E,B25075_025E,state,county,tract,year
"Census Tract 315.02, Cook County, Illinois",352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,41.0,74.0,54.0,13.0,0.0,0.0,17,031,031502,2010
"Census Tract 317, Cook County, Illinois",1176.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,71.0,32.0,103.0,97.0,506.0,163.0,68.0,60.0,0.0,17,031,031700,2010
"Census Tract 318, Cook County, Illinois",397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,9.0,70.0,25.0,61.0,82.0,73.0,33.0,30.0,17,031,031800,2010
"Census Tract 319, Cook County, Illinois",385.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,41.0,40.0,90.0,44.0,107.0,20.0,26.0,17,031,031900,2010
"Census Tract 321, Cook County, Illinois",1152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,27.0,41.0,14.0,35.0,266.0,106.0,495.0,101.0,13.0,13.0,25.0,17,031,032100,2010
"Census Tract 401, Cook County, Illinois",879.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,29.0,8.0,89.0,56.0,146.0,188.0,191.0,96.0,9.0,17,031,040100,2010
"Census Tract 402.01, Cook County, Illinois",918.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,12.0,59.0,17.0,53.0,126.0,128.0,178.0,101.0,199.0,0.0,24.0,17,031,040201,2010
"Census Tract 402.02, Cook County, Illinois",1127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,53.0,97.0,34.0,386.0,155.0,172.0,79.0,109.0,0.0,0.0,17,031,040202,2010
"Census Tract 403, Cook County, Illinois",705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,198.0,26.0,128.0,156.0,100.0,39.0,0.0,17,031,040300,2010
"Census Tract 404.01, Cook County, Illinois",789.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,32.0,99.0,121.0,173.0,115.0,144.0,72.0,0.0,17,031,040401,2010
"Census Tract 404.02, Cook County, Illinois",931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,14.0,66.0,152.0,128.0,98.0,247.0,107.0,72.0,28.0,17,031,040402,2010
"Census Tract 406, Cook County, Illinois",458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,10.0,45.0,39.0,76.0,210.0,55.0,10.0,17,031,040600,2010
"Census Tract 407, Cook County, Illinois",608.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,77.0,128.0,91.0,40.0,138.0,56.0,19.0,17,031,040700,2010
"Census Tract 408, Cook County, Illinois",318.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,0.0,19.0,40.0,68.0,24.0,85.0,35.0,0.0,17,031,040800,2010
"Census Tract 409, Cook County, Illinois",345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,56.0,36.0,8.0,0.0,123.0,48.0,69.0,17,031,040900,2010
"Census Tract 501, Cook County, Illinois",427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,19.0,65.0,92.0,72.0,96.0,45.0,27.0,17,031,050100,2010
"Census Tract 502, Cook County, Illinois",1186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,0.0,51.0,82.0,251.0,139.0,381.0,169.0,91.0,17,031,050200,2010
"Census Tract 503, Cook County, Illinois",680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,65.0,18.0,167.0,152.0,183.0,76.0,4.0,17,031,050300,2010
"Census Tract 505, Cook County, Illinois",1171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,9.0,26.0,15.0,22.0,82.0,41.0,474.0,258.0,213.0,17,031,050500,2010
"Census Tract 506, Cook County, Illinois",422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,55.0,44.0,64.0,50.0,141.0,9.0,40.0,17,031,050600,2010
"Census Tract 507, Cook County, Illinois",457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,89.0,68.0,116.0,78.0,32.0,17,031,050700,2010
"Census Tract 508, Cook County, Illinois",304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,13.0,46.0,120.0,66.0,45.0,17,031,050800,2010
"Census Tract 509, Cook County, Illinois",319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,11.0,51.0,153.0,64.0,28.0,17,031,050900,2010
"Census Tract 510, Cook County, Illinois",294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,70.0,93.0,61.0,19.0,17,031,051000,2010
"Census Tract 511, Cook County, Illinois",304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,30.0,29.0,116.0,108.0,13.0,17,031,051100,2010
"Census Tract 512, Cook County, Illinois",362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,16.0,70.0,26.0,159.0,17.0,58.0,17,031,051200,2010
"Census Tract 513, Cook County, Illinois",832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,11.0,8.0,94.0,293.0,212.0,73.0,120.0,17,031,051300,2010
"Census Tract 514, Cook County, Illinois",519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,21.0,0.0,0.0,0.0,26.0,54.0,77.0,42.0,110.0,104.0,50.0,17,031,051400,2010
"Census Tract 601, Cook County, Illinois",695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,47.0,205.0,32.0,215.0,94.0,79.0,17,031,060100,2010
"Census Tract 602, Cook County, Illinois",304.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,12.0,36.0,84.0,58.0,60.0,11.0,24.0,17,031,060200,2010
"Census Tract 603, Cook County, Illinois",720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,18.0,35.0,80.0,191.0,134.0,197.0,17,031,060300,2010
"Census Tract 604, Cook County, Illinois",803.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,31.0,92.0,174.0,211.0,89.0,173.0,17,031,060400,2010
"Census Tract 605, Cook County, Illinois",204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,31.0,74.0,17.0,52.0,17,031,060500,2010
"Census Tract 608, Cook County, Illinois",1861.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,14.0,0.0,45.0,14.0,275.0,298.0,431.0,306.0,268.0,62.0,22.0,57.0,10.0,17,031,060800,2010
"Census Tract 609, Cook County, Illinois",2121.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,108.0,303.0,73.0,220.0,563.0,244.0,226.0,161.0,121.0,64.0,0.0,17,031,060900,2010
"Census Tract 610, Cook County, Illinois",378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,60.0,76.0,142.0,70.0,0.0,21.0,17,031,061000,2010
"Census Tract 611, Cook County, Illinois",207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,13.0,24.0,32.0,44.0,42.0,33.0,10.0,0.0,17,031,061100,2010
"Census Tract 612, Cook County, Illinois",401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,87.0,8.0,109.0,53.0,79.0,17,031,061200,2010
"Census Tract 615, Cook County, Illinois",270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,74.0,52.0,34.0,56.0,8.0,17,031,061500,2010
"Census Tract 618, Cook County, Illinois",141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,10.0,19.0,57.0,7.0,21.0,0.0,0.0,17,031,061800,2010
"Census Tract 619.01, Cook County, Illinois",975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,23.0,9.0,125.0,146.0,134.0,258.0,51.0,92.0,42.0,54.0,17,031,061901,2010
"Census Tract 619.02, Cook County, Illinois",791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.0,29.0,59.0,43.0,139.0,83.0,114.0,93.0,163.0,12.0,25.0,17,031,061902,2010
"Census Tract 620, Cook County, Illinois",447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,55.0,151.0,41.0,46.0,39.0,65.0,17,031,062000,2010
"Census Tract 621, Cook County, Illinois",595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,65.0,122.0,191.0,131.0,49.0,0.0,17,031,062100,2010
"Census Tract 622, Cook County, Illinois",632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,77.0,272.0,153.0,23.0,46.0,17,031,062200,2010
"Census Tract 623, Cook County, Illinois",348.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,0.0,9.0,32.0,73.0,71.0,116.0,17,031,062300,2010
"Census Tract 624, Cook County, Illinois",340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,86.0,97.0,11.0,109.0,17,031,062400,2010
"Census Tract 625, Cook County, Illinois",384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,105.0,41.0,84.0,14.0,52.0,17,031,062500,2010
"Census Tract 626, Cook County, Illinois",606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,38.0,78.0,300.0,96.0,75.0,17,031,062600,2010
"Census Tract 627, Cook County, Illinois",572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,86.0,174.0,123.0,125.0,47.0,17,031,062700,2010
"Census Tract 628, Cook County, Illinois",741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,35.0,116.0,175.0,199.0,78.0,115.0,17,031,062800,2010
"Census Tract 629, Cook County, Illinois",928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,69.0,32.0,205.0,143.0,249.0,152.0,66.0,17,031,062900,2010
"Census Tract 630, Cook County, Illinois",483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,29.0,111.0,43.0,93.0,93.0,24.0,55.0,17,031,063000,2010
"Census Tract 631, Cook County, Illinois",314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,52.0,28.0,135.0,18.0,31.0,40.0,0.0,17,031,063100,2010
"Census Tract 632, Cook County, Illinois",1287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,29.0,45.0,82.0,165.0,130.0,307.0,288.0,115.0,42.0,67.0,17,031,063200,2010
"Census Tract 633.01, Cook County, Illinois",305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,126.0,61.0,31.0,7.0,65.0,0.0,0.0,17,031,063301,2010
"Census Tract 633.02, Cook County, Illinois",952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,99.0,147.0,72.0,224.0,153.0,116.0,53.0,62.0,17,031,063302,2010
"Census Tract 633.03, Cook County, Illinois",488.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,52.0,28.0,25.0,239.0,12.0,64.0,19.0,0.0,17,031,063303,2010
"Census Tract 634, Cook County, Illinois",366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,38.0,81.0,72.0,58.0,23.0,60.0,17,031,063400,2010
"Census Tract 701.01, Cook County, Illinois",1171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,12.0,13.0,46.0,69.0,176.0,134.0,134.0,195.0,186.0,52.0,128.0,17,031,070101,2010
"Census Tract 701.02, Cook County, Illinois",569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,28.0,42.0,72.0,122.0,68.0,100.0,11.0,21.0,77.0,0.0,17,031,070102,2010
"Census Tract 701.03, Cook County, Illinois",180.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,14.0,76.0,0.0,17.0,0.0,15.0,17,031,070103,2010
"Census Tract 702, Cook County, Illinois",844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,15.0,40.0,109.0,26.0,122.0,116.0,111.0,86.0,144.0,17,031,070200,2010
"Census Tract 703, Cook County, Illinois",735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,47.0,194.0,121.0,219.0,54.0,69.0,17,031,070300,2010
"Census Tract 704, Cook County, Illinois",693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,23.0,159.0,268.0,79.0,122.0,17,031,070400,2010
"Census Tract 705, Cook County, Illinois",657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,104.0,119.0,178.0,59.0,153.0,17,031,070500,2010
"Census Tract 706, Cook County, Illinois",891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,24.0,96.0,142.0,298.0,169.0,151.0,17,031,070600,2010
"Census Tract 707, Cook County, Illinois",715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,64.0,201.0,166.0,90.0,41.0,139.0,17,031,070700,2010
"Census Tract 710, Cook County, Illinois",530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,33.0,82.0,52.0,130.0,19.0,177.0,17,031,071000,2010
"Census Tract 711, Cook County, Illinois",545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,36.0,0.0,43.0,129.0,50.0,252.0,17,031,071100,2010
"Census Tract 712, Cook County, Illinois",537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,32.0,58.0,148.0,67.0,102.0,30.0,92.0,17,031,071200,2010
"Census Tract 713, Cook County, Illinois",1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,82.0,172.0,246.0,226.0,71.0,344.0,17,031,071300,2010
"Census Tract 714, Cook County, Illinois",1026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,23.0,58.0,109.0,305.0,105.0,114.0,94.0,190.0,17,031,071400,2010
"Census Tract 715, Cook County, Illinois",1527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,11.0,28.0,73.0,39.0,263.0,303.0,322.0,177.0,94.0,70.0,114.0,17,031,071500,2010
"Census Tract 716, Cook County, Illinois",526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,8.0,27.0,44.0,141.0,112.0,172.0,17,031,071600,2010
"Census Tract 717, Cook County, Illinois",543.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,94.0,8.0,139.0,169.0,98.0,17,031,071700,2010
"Census Tract 718, Cook County, Illinois",801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,65.0,89.0,301.0,72.0,256.0,17,031,071800,2010
"Census Tract 801, Cook County, Illinois",2222.0,0.0,0.0,0.0,0.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,63.0,38.0,73.0,130.0,314.0,205.0,444.0,206.0,704.0,17,031,080100,2010
"Census Tract 802.01, Cook County, Illinois",1653.0,0.0,0.0,0.0,29.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,58.0,180.0,91.0,293.0,205.0,161.0,150.0,281.0,21.0,132.0,17,031,080201,2010
"Census Tract 802.02, Cook County, Illinois",1497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,34.0,131.0,85.0,357.0,183.0,144.0,100.0,121.0,136.0,157.0,17,031,080202,2010
"Census Tract 803, Cook County, Illinois",1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,14.0,215.0,152.0,288.0,319.0,226.0,138.0,117.0,17,031,080300,2010
"Census Tract 804, Cook County, Illinois",548.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,60.0,121.0,238.0,65.0,22.0,17,031,080400,2010
"Census Tract 810, Cook County, Illinois",717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,24.0,11.0,66.0,84.0,138.0,61.0,149.0,60.0,111.0,17,031,081000,2010
"Census Tract 811, Cook County, Illinois",704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,71.0,0.0,69.0,27.0,118.0,139.0,129.0,54.0,84.0,17,031,081100,2010
"Census Tract 812.01, Cook County, Illinois",1303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,29.0,21.0,18.0,146.0,57.0,206.0,42.0,136.0,255.0,374.0,17,031,081201,2010
"Census Tract 812.02, Cook County, Illinois",1420.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,14.0,76.0,255.0,36.0,84.0,163.0,218.0,140.0,392.0,17,031,081202,2010
"Census Tract 813, Cook County, Illinois",2365.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,50.0,0.0,74.0,145.0,223.0,246.0,226.0,611.0,197.0,534.0,17,031,081300,2010
"Census Tract 814.01, Cook County, Illinois",848.0,14.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,32.0,70.0,66.0,60.0,66.0,165.0,57.0,222.0,17,031,081401,2010
"Census Tract 814.02, Cook County, Illinois",1217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,70.0,73.0,251.0,154.0,278.0,249.0,126.0,17,031,081402,2010
"Census Tract 814.03, Cook County, Illinois",1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,107.0,242.0,171.0,303.0,274.0,146.0,138.0,206.0,17,031,081403,2010
"Census Tract 815, Cook County, Illinois",1378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,161.0,128.0,56.0,186.0,105.0,317.0,96.0,279.0,17,031,081500,2010
"Census Tract 816, Cook County, Illinois",754.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,34.0,27.0,56.0,14.0,15.0,130.0,169.0,123.0,59.0,0.0,64.0,17,031,081600,2010
"Census Tract 817, Cook County, Illinois",559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,73.0,150.0,83.0,94.0,34.0,10.0,102.0,17,031,081700,2010
"Census Tract 818, Cook County, Illinois",2456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,276.0,655.0,673.0,517.0,135.0,82.0,17,031,081800,2010
"Census Tract 819, Cook County, Illinois",187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,41.0,70.0,12.0,28.0,17,031,081900,2010
"Census Tract 901, Cook County, Illinois",1173.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,11.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,94.0,70.0,520.0,251.0,163.0,0.0,21.0,17,031,090100,2010
"Census Tract 902, Cook County, Illinois",2158.0,0.0,0.0,0.0,0.0,11.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,78.0,179.0,331.0,146.0,440.0,484.0,355.0,42.0,10.0,17,031,090200,2010
"Census Tract 903, Cook County, Illinois",535.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,6.0,11.0,82.0,22.0,158.0,90.0,131.0,0.0,12.0,17,031,090300,2010
"Census Tract 1001, Cook County, Illinois",1244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,60.0,0.0,14.0,132.0,49.0,534.0,212.0,204.0,18.0,0.0,17,031,100100,2010
"Census Tract 1002, Cook County, Illinois",2184.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,9.0,21.0,11.0,54.0,102.0,267.0,264.0,641.0,579.0,165.0,26.0,12.0,17,031,100200,2010
"Census Tract 1003, Cook County, Illinois",1922.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,25.0,34.0,78.0,13.0,168.0,163.0,529.0,308.0,371.0,174.0,16.0,17,031,100300,2010
"Census Tract 1004, Cook County, Illinois",1170.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,15.0,79.0,101.0,502.0,282.0,134.0,0.0,14.0,17,031,100400,2010
"Census Tract 1005, Cook County, Illinois",1899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,28.0,14.0,13.0,54.0,226.0,331.0,648.0,363.0,187.0,0.0,0.0,17,031,100500,2010
"Census Tract 1006, Cook County, Illinois",1389.0,0.0,0.0,9.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,34.0,12.0,81.0,309.0,635.0,145.0,54.0,0.0,41.0,17,031,100600,2010
"Census Tract 1007, Cook County, Illinois",1662.0,11.0,0.0,0.0,10.0,0.0,17.0,9.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,72.0,137.0,209.0,684.0,309.0,48.0,7.0,0.0,17,031,100700,2010
"Census Tract 1101, Cook County, Illinois",1336.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,58.0,38.0,11.0,212.0,187.0,491.0,159.0,84.0,0.0,21.0,17,031,110100,2010
